rule,layer,roi,subject,seed_idx,epoch,rho,pval
Backprop,Conv1,V1,sub-02,2,10,0.029245,0.0
Backprop,Conv1,V1,sub-03,2,10,0.005238,0.007701
Backprop,Conv1,V2,sub-01,2,10,0.00582,0.003064
Backprop,Conv1,V2,sub-02,2,10,0.017801,0.0
Backprop,Conv1,V2,sub-03,2,10,0.001981,0.313625
Backprop,Conv1,V3,sub-01,2,10,0.009021,4e-06
Backprop,Conv1,V3,sub-02,2,10,0.01818,0.0
Backprop,Conv1,V3,sub-03,2,10,0.001653,0.400416
Backprop,Conv1,V4,sub-01,2,10,0.000979,0.618287
Backprop,Conv1,V4,sub-02,2,10,0.015735,0.0
Backprop,Conv1,V4,sub-03,2,10,0.005503,0.005114
Backprop,Conv1,LOC,sub-01,2,10,0.004982,0.011256
Backprop,Conv1,LOC,sub-02,2,10,0.009305,2e-06
Backprop,Conv1,LOC,sub-03,2,10,0.001418,0.470706
Backprop,Conv1,IT,sub-01,2,10,0.007181,0.000259
Backprop,Conv1,IT,sub-02,2,10,0.008556,1.3e-05
Backprop,Conv1,IT,sub-03,2,10,0.002996,0.127456
Backprop,Conv2,V1,sub-01,2,10,-0.018338,0.0
Backprop,Conv2,V1,sub-02,2,10,-0.039249,0.0
Backprop,Conv2,V1,sub-03,2,10,0.004461,0.023234
Backprop,Conv2,V2,sub-01,2,10,-0.006917,0.000433
Backprop,Conv2,V2,sub-02,2,10,-0.031164,0.0
Backprop,Conv2,V2,sub-03,2,10,0.003077,0.117508
Backprop,Conv2,V3,sub-01,2,10,-0.002363,0.229369
Backprop,Conv2,V3,sub-02,2,10,-0.028059,0.0
Backprop,Conv2,V3,sub-03,2,10,0.004112,0.036443
Backprop,Conv2,V4,sub-01,2,10,-0.006347,0.001242
Backprop,Conv2,V4,sub-02,2,10,-0.007449,0.000151
Backprop,Conv2,V4,sub-03,2,10,0.01175,0.0
Backprop,Conv2,LOC,sub-01,2,10,0.007796,7.3e-05
Backprop,Conv2,LOC,sub-02,2,10,0.008843,7e-06
Backprop,Conv2,LOC,sub-03,2,10,0.00154,0.433195
Backprop,Conv2,IT,sub-01,2,10,0.01063,0.0
Backprop,Conv2,IT,sub-02,2,10,0.001433,0.465969
Backprop,Conv2,IT,sub-03,2,10,0.002318,0.238278
Backprop,Conv3,V1,sub-01,2,10,-0.021402,0.0
Backprop,Conv3,V1,sub-02,2,10,-0.044193,0.0
Backprop,Conv3,V1,sub-03,2,10,0.004625,0.018618
Backprop,Conv3,V2,sub-01,2,10,-0.009854,1e-06
Backprop,Conv3,V2,sub-02,2,10,-0.035597,0.0
Backprop,Conv3,V2,sub-03,2,10,0.003912,0.046549
Backprop,Conv3,V3,sub-01,2,10,-0.004885,0.012938
Backprop,Conv3,V3,sub-02,2,10,-0.03282,0.0
Backprop,Conv3,V3,sub-03,2,10,0.004161,0.034248
Backprop,Conv3,V4,sub-01,2,10,-0.008187,3.1e-05
Backprop,Conv3,V4,sub-02,2,10,-0.00379,0.053808
Backprop,Conv3,V4,sub-03,2,10,0.011501,0.0
Backprop,Conv3,LOC,sub-01,2,10,0.007784,7.5e-05
Backprop,Conv3,LOC,sub-02,2,10,0.010884,0.0
Backprop,Conv3,LOC,sub-03,2,10,0.00386,0.04956
Backprop,Conv3,IT,sub-01,2,10,0.010093,0.0
Backprop,Conv3,IT,sub-02,2,10,0.000853,0.664401
Backprop,Conv3,IT,sub-03,2,10,0.003455,0.078787
Backprop,FC1,V1,sub-01,2,10,-0.009706,1e-06
Backprop,FC1,V1,sub-02,2,10,-0.022351,0.0
Backprop,FC1,V1,sub-03,2,10,0.009883,0.0
Backprop,FC1,V2,sub-01,2,10,-0.000583,0.766597
Backprop,FC1,V2,sub-02,2,10,-0.009534,1e-06
Backprop,FC1,V2,sub-03,2,10,0.007465,0.000146
Backprop,FC1,V3,sub-01,2,10,-0.001362,0.4885
Backprop,FC1,V3,sub-02,2,10,-0.010667,0.0
Backprop,FC1,V3,sub-03,2,10,0.006301,0.001348
Backprop,FC1,V4,sub-01,2,10,-0.004742,0.015848
Backprop,FC1,V4,sub-02,2,10,-0.001139,0.562369
Backprop,FC1,V4,sub-03,2,10,0.013786,0.0
Backprop,FC1,LOC,sub-01,2,10,0.007661,9.7e-05
Backprop,FC1,LOC,sub-02,2,10,0.016046,0.0
Backprop,FC1,LOC,sub-03,2,10,0.005508,0.005075
Backprop,FC1,IT,sub-01,2,10,0.009203,3e-06
Backprop,FC1,IT,sub-02,2,10,0.009267,2e-06
Backprop,FC1,IT,sub-03,2,10,0.005287,0.007149
Backprop,Conv1,V1,sub-01,2,20,0.015849,0.0
Backprop,Conv1,V1,sub-02,2,20,0.032236,0.0
Backprop,Conv1,V1,sub-03,2,20,0.005979,0.002352
Backprop,Conv1,V2,sub-01,2,20,0.008839,7e-06
Backprop,Conv1,V2,sub-02,2,20,0.020353,0.0
Backprop,Conv1,V2,sub-03,2,20,0.002234,0.255641
Backprop,Conv1,V3,sub-01,2,20,0.010864,0.0
Backprop,Conv1,V3,sub-02,2,20,0.020756,0.0
Backprop,Conv1,V3,sub-03,2,20,0.002223,0.258152
Backprop,Conv1,V4,sub-01,2,20,0.002592,0.187181
Backprop,Conv1,V4,sub-02,2,20,0.016461,0.0
Backprop,Conv1,V4,sub-03,2,20,0.00555,0.004746
Backprop,Conv1,LOC,sub-01,2,20,0.005332,0.006671
Backprop,Conv1,LOC,sub-02,2,20,0.008731,9e-06
Backprop,Conv1,LOC,sub-03,2,20,0.001275,0.516432
Backprop,Conv1,IT,sub-01,2,20,0.007519,0.000131
Backprop,Conv1,IT,sub-02,2,20,0.008576,1.3e-05
Backprop,Conv1,IT,sub-03,2,20,0.002794,0.155201
Backprop,Conv2,V1,sub-01,2,20,-0.021698,0.0
Backprop,Conv2,V1,sub-02,2,20,-0.044238,0.0
Backprop,Conv2,V1,sub-03,2,20,0.003637,0.064263
Backprop,Conv2,V2,sub-01,2,20,-0.009232,3e-06
Backprop,Conv2,V2,sub-02,2,20,-0.035083,0.0
Backprop,Conv2,V2,sub-03,2,20,0.002834,0.149364
Backprop,Conv2,V3,sub-01,2,20,-0.005114,0.009269
Backprop,Conv2,V3,sub-02,2,20,-0.031788,0.0
Backprop,Conv2,V3,sub-03,2,20,0.004169,0.033932
Backprop,Conv2,V4,sub-01,2,20,-0.006905,0.000443
Backprop,Conv2,V4,sub-02,2,20,-0.006454,0.001025
Backprop,Conv2,V4,sub-03,2,20,0.011304,0.0
Backprop,Conv2,LOC,sub-01,2,20,0.007389,0.00017
Backprop,Conv2,LOC,sub-02,2,20,0.008368,2.1e-05
Backprop,Conv2,LOC,sub-03,2,20,0.001613,0.411791
Backprop,Conv2,IT,sub-01,2,20,0.010123,0.0
Backprop,Conv2,IT,sub-02,2,20,0.000369,0.851036
Backprop,Conv2,IT,sub-03,2,20,0.002404,0.221393
Backprop,Conv3,V1,sub-01,2,20,-0.027729,0.0
Backprop,Conv3,V1,sub-02,2,20,-0.050803,0.0
Backprop,Conv3,V1,sub-03,2,20,0.003487,0.07602
Backprop,Conv3,V2,sub-01,2,20,-0.016075,0.0
Backprop,Conv3,V2,sub-02,2,20,-0.041961,0.0
Backprop,Conv3,V2,sub-03,2,20,0.003932,0.045433
Backprop,Conv3,V3,sub-01,2,20,-0.010407,0.0
Backprop,Conv3,V3,sub-02,2,20,-0.038435,0.0
Backprop,Conv3,V3,sub-03,2,20,0.00394,0.045025
Backprop,Conv3,V4,sub-01,2,20,-0.009474,1e-06
Backprop,Conv3,V4,sub-02,2,20,-0.00277,0.158731
Backprop,Conv3,V4,sub-03,2,20,0.010494,0.0
Backprop,Conv3,LOC,sub-01,2,20,0.006848,0.000494
Backprop,Conv3,LOC,sub-02,2,20,0.011783,0.0
Backprop,Conv3,LOC,sub-03,2,20,0.005465,0.005426
Backprop,Conv3,IT,sub-01,2,20,0.008721,9e-06
Backprop,Conv3,IT,sub-02,2,20,0.000653,0.739671
Backprop,Conv3,IT,sub-03,2,20,0.004006,0.041541
Backprop,FC1,V1,sub-01,2,20,-0.014677,0.0
Backprop,FC1,V1,sub-02,2,20,-0.02502,0.0
Backprop,FC1,V1,sub-03,2,20,0.00608,0.001979
Backprop,FC1,V2,sub-01,2,20,-0.004658,0.017786
Backprop,FC1,V2,sub-02,2,20,-0.012704,0.0
Backprop,FC1,V2,sub-03,2,20,0.006033,0.002146
Backprop,FC1,V3,sub-01,2,20,-0.004974,0.011387
Backprop,FC1,V3,sub-02,2,20,-0.011693,0.0
Backprop,FC1,V3,sub-03,2,20,0.004895,0.012756
Backprop,FC1,V4,sub-01,2,20,-0.005284,0.007181
Backprop,FC1,V4,sub-02,2,20,0.006545,0.00087
Backprop,FC1,V4,sub-03,2,20,0.013046,0.0
Backprop,FC1,LOC,sub-01,2,20,0.009796,1e-06
Backprop,FC1,LOC,sub-02,2,20,0.017147,0.0
Backprop,FC1,LOC,sub-03,2,20,0.007735,8.3e-05
Backprop,FC1,IT,sub-01,2,20,0.010054,0.0
Backprop,FC1,IT,sub-02,2,20,0.007783,7.5e-05
Backprop,FC1,IT,sub-03,2,20,0.005285,0.007166
Backprop,Conv1,V1,sub-01,2,30,0.017866,0.0
Backprop,Conv1,V1,sub-02,2,30,0.033747,0.0
Backprop,Conv1,V1,sub-03,2,30,0.006251,0.001472
Backprop,Conv1,V2,sub-01,2,30,0.009851,1e-06
Backprop,Conv1,V2,sub-02,2,30,0.020685,0.0
Backprop,Conv1,V2,sub-03,2,30,0.002223,0.258053
Backprop,Conv1,V3,sub-01,2,30,0.011127,0.0
Backprop,Conv1,V3,sub-02,2,30,0.020028,0.0
Backprop,Conv1,V3,sub-03,2,30,0.00239,0.223913
Backprop,Conv1,V4,sub-01,2,30,0.00307,0.118265
Backprop,Conv1,V4,sub-02,2,30,0.016527,0.0
Backprop,Conv1,V4,sub-03,2,30,0.005575,0.004563
Backprop,Conv1,LOC,sub-01,2,30,0.005379,0.006203
Backprop,Conv1,LOC,sub-02,2,30,0.008228,2.8e-05
Backprop,Conv1,LOC,sub-03,2,30,0.001343,0.494548
Backprop,Conv1,IT,sub-01,2,30,0.007672,9.5e-05
Backprop,Conv1,IT,sub-02,2,30,0.008401,1.9e-05
Backprop,Conv1,IT,sub-03,2,30,0.002676,0.173446
Backprop,Conv2,V1,sub-01,2,30,-0.023841,0.0
Backprop,Conv2,V1,sub-02,2,30,-0.047148,0.0
Backprop,Conv2,V1,sub-03,2,30,0.003171,0.106632
Backprop,Conv2,V2,sub-01,2,30,-0.010285,0.0
Backprop,Conv2,V2,sub-02,2,30,-0.036865,0.0
Backprop,Conv2,V2,sub-03,2,30,0.002699,0.169671
Backprop,Conv2,V3,sub-01,2,30,-0.005755,0.003414
Backprop,Conv2,V3,sub-02,2,30,-0.033053,0.0
Backprop,Conv2,V3,sub-03,2,30,0.004126,0.035812
Backprop,Conv2,V4,sub-01,2,30,-0.007643,0.000101
Backprop,Conv2,V4,sub-02,2,30,-0.007644,0.000101
Backprop,Conv2,V4,sub-03,2,30,0.011087,0.0
Backprop,Conv2,LOC,sub-01,2,30,0.007135,0.000283
Backprop,Conv2,LOC,sub-02,2,30,0.00885,7e-06
Backprop,Conv2,LOC,sub-03,2,30,0.001246,0.526066
Backprop,Conv2,IT,sub-01,2,30,0.009885,0.0
Backprop,Conv2,IT,sub-02,2,30,0.000585,0.765901
Backprop,Conv2,IT,sub-03,2,30,0.002192,0.264685
Backprop,Conv3,V1,sub-01,2,30,-0.029508,0.0
Backprop,Conv3,V1,sub-02,2,30,-0.053754,0.0
Backprop,Conv3,V1,sub-03,2,30,0.002854,0.146463
Backprop,Conv3,V2,sub-01,2,30,-0.016275,0.0
Backprop,Conv3,V2,sub-02,2,30,-0.043561,0.0
Backprop,Conv3,V2,sub-03,2,30,0.003685,0.06081
Backprop,Conv3,V3,sub-01,2,30,-0.010052,0.0
Backprop,Conv3,V3,sub-02,2,30,-0.039743,0.0
Backprop,Conv3,V3,sub-03,2,30,0.004197,0.032741
Backprop,Conv3,V4,sub-01,2,30,-0.009819,1e-06
Backprop,Conv3,V4,sub-02,2,30,-0.004408,0.024929
Backprop,Conv3,V4,sub-03,2,30,0.010426,0.0
Backprop,Conv3,LOC,sub-01,2,30,0.007195,0.000251
Backprop,Conv3,LOC,sub-02,2,30,0.013115,0.0
Backprop,Conv3,LOC,sub-03,2,30,0.004418,0.024606
Backprop,Conv3,IT,sub-01,2,30,0.009074,4e-06
Backprop,Conv3,IT,sub-02,2,30,0.001326,0.500007
Backprop,Conv3,IT,sub-03,2,30,0.003684,0.060896
Backprop,FC1,V1,sub-01,2,30,-0.021398,0.0
Backprop,FC1,V1,sub-02,2,30,-0.034587,0.0
Backprop,FC1,V1,sub-03,2,30,0.005297,0.007045
Backprop,FC1,V2,sub-01,2,30,-0.00773,8.4e-05
Backprop,FC1,V2,sub-02,2,30,-0.017511,0.0
Backprop,FC1,V2,sub-03,2,30,0.005339,0.006604
Backprop,FC1,V3,sub-01,2,30,-0.006655,0.000709
Backprop,FC1,V3,sub-02,2,30,-0.016045,0.0
Backprop,FC1,V3,sub-03,2,30,0.004753,0.015592
Backprop,FC1,V4,sub-01,2,30,-0.006834,0.000507
Backprop,FC1,V4,sub-02,2,30,0.004004,0.041635
Backprop,FC1,V4,sub-03,2,30,0.011508,0.0
Backprop,FC1,LOC,sub-01,2,30,0.00973,1e-06
Backprop,FC1,LOC,sub-02,2,30,0.020796,0.0
Backprop,FC1,LOC,sub-03,2,30,0.007834,6.7e-05
Backprop,FC1,IT,sub-01,2,30,0.009541,1e-06
Backprop,FC1,IT,sub-02,2,30,0.010324,0.0
Backprop,FC1,IT,sub-03,2,30,0.005542,0.004811
Backprop,Conv1,V1,sub-01,2,40,0.015845,0.0
Backprop,Conv1,V1,sub-02,2,40,0.030982,0.0
Backprop,Conv1,V1,sub-03,2,40,0.005687,0.003813
Backprop,Conv1,V2,sub-01,2,40,0.008684,1e-05
Backprop,Conv1,V2,sub-02,2,40,0.01904,0.0
Backprop,Conv1,V2,sub-03,2,40,0.00212,0.280803
Backprop,Conv1,V3,sub-01,2,40,0.010261,0.0
Backprop,Conv1,V3,sub-02,2,40,0.019066,0.0
Backprop,Conv1,V3,sub-03,2,40,0.002268,0.248464
Backprop,Conv1,V4,sub-01,2,40,0.002514,0.200966
Backprop,Conv1,V4,sub-02,2,40,0.016231,0.0
Backprop,Conv1,V4,sub-03,2,40,0.005534,0.004868
Backprop,Conv1,LOC,sub-01,2,40,0.005187,0.00832
Backprop,Conv1,LOC,sub-02,2,40,0.008215,2.9e-05
Backprop,Conv1,LOC,sub-03,2,40,0.001325,0.500328
Backprop,Conv1,IT,sub-01,2,40,0.007604,0.00011
Backprop,Conv1,IT,sub-02,2,40,0.008291,2.5e-05
Backprop,Conv1,IT,sub-03,2,40,0.002731,0.164713
Backprop,Conv2,V1,sub-01,2,40,-0.02435,0.0
Backprop,Conv2,V1,sub-02,2,40,-0.047906,0.0
Backprop,Conv2,V1,sub-03,2,40,0.002967,0.131228
Backprop,Conv2,V2,sub-01,2,40,-0.01079,0.0
Backprop,Conv2,V2,sub-02,2,40,-0.037775,0.0
Backprop,Conv2,V2,sub-03,2,40,0.002481,0.206932
Backprop,Conv2,V3,sub-01,2,40,-0.006254,0.001463
Backprop,Conv2,V3,sub-02,2,40,-0.034003,0.0
Backprop,Conv2,V3,sub-03,2,40,0.00382,0.051966
Backprop,Conv2,V4,sub-01,2,40,-0.007609,0.000108
Backprop,Conv2,V4,sub-02,2,40,-0.007282,0.000212
Backprop,Conv2,V4,sub-03,2,40,0.010962,0.0
Backprop,Conv2,LOC,sub-01,2,40,0.007305,0.000202
Backprop,Conv2,LOC,sub-02,2,40,0.008884,6e-06
Backprop,Conv2,LOC,sub-03,2,40,0.001296,0.509613
Backprop,Conv2,IT,sub-01,2,40,0.010127,0.0
Backprop,Conv2,IT,sub-02,2,40,0.000701,0.721416
Backprop,Conv2,IT,sub-03,2,40,0.00223,0.256512
Backprop,Conv3,V1,sub-01,2,40,-0.030433,0.0
Backprop,Conv3,V1,sub-02,2,40,-0.05475,0.0
Backprop,Conv3,V1,sub-03,2,40,0.002317,0.238503
Backprop,Conv3,V2,sub-01,2,40,-0.016955,0.0
Backprop,Conv3,V2,sub-02,2,40,-0.045362,0.0
Backprop,Conv3,V2,sub-03,2,40,0.00341,0.082727
Backprop,Conv3,V3,sub-01,2,40,-0.010603,0.0
Backprop,Conv3,V3,sub-02,2,40,-0.042326,0.0
Backprop,Conv3,V3,sub-03,2,40,0.003904,0.04703
Backprop,Conv3,V4,sub-01,2,40,-0.00961,1e-06
Backprop,Conv3,V4,sub-02,2,40,-0.004404,0.025037
Backprop,Conv3,V4,sub-03,2,40,0.010134,0.0
Backprop,Conv3,LOC,sub-01,2,40,0.007329,0.000192
Backprop,Conv3,LOC,sub-02,2,40,0.01205,0.0
Backprop,Conv3,LOC,sub-03,2,40,0.004464,0.023137
Backprop,Conv3,IT,sub-01,2,40,0.009211,3e-06
Backprop,Conv3,IT,sub-02,2,40,0.00063,0.748554
Backprop,Conv3,IT,sub-03,2,40,0.003864,0.049308
Backprop,FC1,V1,sub-01,2,40,-0.025162,0.0
Backprop,FC1,V1,sub-02,2,40,-0.039071,0.0
Backprop,FC1,V1,sub-03,2,40,0.004064,0.038695
Backprop,FC1,V2,sub-01,2,40,-0.011103,0.0
Backprop,FC1,V2,sub-02,2,40,-0.022213,0.0
Backprop,FC1,V2,sub-03,2,40,0.005155,0.00873
Backprop,FC1,V3,sub-01,2,40,-0.008416,1.9e-05
Backprop,FC1,V3,sub-02,2,40,-0.020355,0.0
Backprop,FC1,V3,sub-03,2,40,0.004673,0.01744
Backprop,FC1,V4,sub-01,2,40,-0.008199,3e-05
Backprop,FC1,V4,sub-02,2,40,0.003654,0.063014
Backprop,FC1,V4,sub-03,2,40,0.011405,0.0
Backprop,FC1,LOC,sub-01,2,40,0.009811,1e-06
Backprop,FC1,LOC,sub-02,2,40,0.020092,0.0
Backprop,FC1,LOC,sub-03,2,40,0.007845,6.6e-05
Backprop,FC1,IT,sub-01,2,40,0.009615,1e-06
Backprop,FC1,IT,sub-02,2,40,0.008921,6e-06
Backprop,FC1,IT,sub-03,2,40,0.005812,0.00311
Feedback Alignment,Conv1,V1,sub-01,2,0,0.009936,0.0
Feedback Alignment,Conv1,V1,sub-02,2,0,0.022837,0.0
Feedback Alignment,Conv1,V1,sub-03,2,0,0.005179,0.00842
Feedback Alignment,Conv1,V2,sub-01,2,0,0.007934,5.4e-05
Feedback Alignment,Conv1,V2,sub-02,2,0,0.014221,0.0
Feedback Alignment,Conv1,V2,sub-03,2,0,-0.001689,0.390129
Feedback Alignment,Conv1,V3,sub-01,2,0,0.007186,0.000256
Feedback Alignment,Conv1,V3,sub-02,2,0,0.011853,0.0
Feedback Alignment,Conv1,V3,sub-03,2,0,-9e-06,0.996455
Feedback Alignment,Conv1,V4,sub-01,2,0,0.001765,0.369143
Feedback Alignment,Conv1,V4,sub-02,2,0,0.004827,0.014054
Feedback Alignment,Conv1,V4,sub-03,2,0,0.004392,0.02544
Feedback Alignment,Conv1,LOC,sub-01,2,0,0.005002,0.010931
Feedback Alignment,Conv1,LOC,sub-02,2,0,0.001821,0.354136
Feedback Alignment,Conv1,LOC,sub-03,2,0,-0.002494,0.204503
Feedback Alignment,Conv1,IT,sub-01,2,0,0.005828,0.003028
Feedback Alignment,Conv1,IT,sub-02,2,0,0.000514,0.793677
Feedback Alignment,Conv1,IT,sub-03,2,0,0.002095,0.286596
Feedback Alignment,Conv2,V1,sub-01,2,0,0.042653,0.0
Feedback Alignment,Conv2,V1,sub-02,2,0,0.073675,0.0
Feedback Alignment,Conv2,V1,sub-03,2,0,0.012387,0.0
Feedback Alignment,Conv2,V2,sub-01,2,0,0.029135,0.0
Feedback Alignment,Conv2,V2,sub-02,2,0,0.048718,0.0
Feedback Alignment,Conv2,V2,sub-03,2,0,-7.6e-05,0.969333
Feedback Alignment,Conv2,V3,sub-01,2,0,0.022375,0.0
Feedback Alignment,Conv2,V3,sub-02,2,0,0.039871,0.0
Feedback Alignment,Conv2,V3,sub-03,2,0,0.002823,0.150956
Feedback Alignment,Conv2,V4,sub-01,2,0,0.010021,0.0
Feedback Alignment,Conv2,V4,sub-02,2,0,0.015675,0.0
Feedback Alignment,Conv2,V4,sub-03,2,0,0.004004,0.041663
Feedback Alignment,Conv2,LOC,sub-01,2,0,0.005164,0.008604
Feedback Alignment,Conv2,LOC,sub-02,2,0,-0.003973,0.043245
Feedback Alignment,Conv2,LOC,sub-03,2,0,-0.002462,0.210451
Feedback Alignment,Conv2,IT,sub-01,2,0,0.005842,0.002957
Feedback Alignment,Conv2,IT,sub-02,2,0,3.6e-05,0.98552
Feedback Alignment,Conv2,IT,sub-03,2,0,0.002684,0.172118
Feedback Alignment,Conv3,V1,sub-01,2,0,0.053678,0.0
Feedback Alignment,Conv3,V1,sub-02,2,0,0.088271,0.0
Feedback Alignment,Conv3,V1,sub-03,2,0,0.01415,0.0
Feedback Alignment,Conv3,V2,sub-01,2,0,0.035875,0.0
Feedback Alignment,Conv3,V2,sub-02,2,0,0.059462,0.0
Feedback Alignment,Conv3,V2,sub-03,2,0,0.000614,0.754673
Feedback Alignment,Conv3,V3,sub-01,2,0,0.027158,0.0
Feedback Alignment,Conv3,V3,sub-02,2,0,0.047935,0.0
Feedback Alignment,Conv3,V3,sub-03,2,0,0.003651,0.063231
Feedback Alignment,Conv3,V4,sub-01,2,0,0.012005,0.0
Feedback Alignment,Conv3,V4,sub-02,2,0,0.017573,0.0
Feedback Alignment,Conv3,V4,sub-03,2,0,0.004121,0.03603
Feedback Alignment,Conv3,LOC,sub-01,2,0,0.006153,0.001746
Feedback Alignment,Conv3,LOC,sub-02,2,0,-0.006813,0.000528
Feedback Alignment,Conv3,LOC,sub-03,2,0,-0.002857,0.146129
Feedback Alignment,Conv3,IT,sub-01,2,0,0.007213,0.000243
Feedback Alignment,Conv3,IT,sub-02,2,0,-0.000778,0.692066
Feedback Alignment,Conv3,IT,sub-03,2,0,0.003158,0.108178
Feedback Alignment,FC1,V1,sub-01,2,0,0.079323,0.0
Feedback Alignment,FC1,V1,sub-02,2,0,0.122623,0.0
Feedback Alignment,FC1,V1,sub-03,2,0,0.020885,0.0
Feedback Alignment,FC1,V2,sub-01,2,0,0.047329,0.0
Feedback Alignment,FC1,V2,sub-02,2,0,0.089174,0.0
Feedback Alignment,FC1,V2,sub-03,2,0,0.003242,0.099035
Feedback Alignment,FC1,V3,sub-01,2,0,0.032714,0.0
Feedback Alignment,FC1,V3,sub-02,2,0,0.079624,0.0
Feedback Alignment,FC1,V3,sub-03,2,0,0.003569,0.06937
Feedback Alignment,FC1,V4,sub-01,2,0,0.019715,0.0
Feedback Alignment,FC1,V4,sub-02,2,0,0.035236,0.0
Feedback Alignment,FC1,V4,sub-03,2,0,0.00095,0.628895
Feedback Alignment,FC1,LOC,sub-01,2,0,0.002998,0.127155
Feedback Alignment,FC1,LOC,sub-02,2,0,-0.004104,0.036788
Feedback Alignment,FC1,LOC,sub-03,2,0,-0.001593,0.417701
Feedback Alignment,FC1,IT,sub-01,2,0,0.003479,0.07676
Feedback Alignment,FC1,IT,sub-02,2,0,0.008813,7e-06
Feedback Alignment,FC1,IT,sub-03,2,0,0.00448,0.022652
Feedback Alignment,Conv1,V1,sub-01,2,1,-0.001422,0.469272
Feedback Alignment,Conv1,V1,sub-02,2,1,0.011439,0.0
Feedback Alignment,Conv1,V1,sub-03,2,1,0.003832,0.051226
Feedback Alignment,Conv1,V2,sub-01,2,1,-0.002924,0.136837
Feedback Alignment,Conv1,V2,sub-02,2,1,0.006805,0.000536
Feedback Alignment,Conv1,V2,sub-03,2,1,-6.4e-05,0.97383
Feedback Alignment,Conv1,V3,sub-01,2,1,0.001986,0.312324
Feedback Alignment,Conv1,V3,sub-02,2,1,0.00799,4.8e-05
Feedback Alignment,Conv1,V3,sub-03,2,1,-0.00085,0.665596
Feedback Alignment,Conv1,V4,sub-01,2,1,-0.002302,0.241626
Feedback Alignment,Conv1,V4,sub-02,2,1,0.00504,0.010344
Feedback Alignment,Conv1,V4,sub-03,2,1,0.003301,0.093107
Feedback Alignment,Conv1,LOC,sub-01,2,1,0.003752,0.056253
Feedback Alignment,Conv1,LOC,sub-02,2,1,0.006512,0.000923
Feedback Alignment,Conv1,LOC,sub-03,2,1,-0.001326,0.499968
Feedback Alignment,Conv1,IT,sub-01,2,1,0.004582,0.019733
Feedback Alignment,Conv1,IT,sub-02,2,1,0.003907,0.04682
Feedback Alignment,Conv1,IT,sub-03,2,1,0.002445,0.213521
Feedback Alignment,Conv2,V1,sub-01,2,1,0.002805,0.153607
Feedback Alignment,Conv2,V1,sub-02,2,1,0.013511,0.0
Feedback Alignment,Conv2,V1,sub-03,2,1,0.004807,0.014454
Feedback Alignment,Conv2,V2,sub-01,2,1,0.002798,0.154516
Feedback Alignment,Conv2,V2,sub-02,2,1,0.007635,0.000103
Feedback Alignment,Conv2,V2,sub-03,2,1,0.000411,0.834424
Feedback Alignment,Conv2,V3,sub-01,2,1,0.00644,0.001051
Feedback Alignment,Conv2,V3,sub-02,2,1,0.004636,0.018355
Feedback Alignment,Conv2,V3,sub-03,2,1,-0.0003,0.878749
Feedback Alignment,Conv2,V4,sub-01,2,1,-0.000144,0.941645
Feedback Alignment,Conv2,V4,sub-02,2,1,0.002697,0.169974
Feedback Alignment,Conv2,V4,sub-03,2,1,0.005609,0.004325
Feedback Alignment,Conv2,LOC,sub-01,2,1,0.006675,0.000683
Feedback Alignment,Conv2,LOC,sub-02,2,1,0.00246,0.210817
Feedback Alignment,Conv2,LOC,sub-03,2,1,-0.001154,0.557032
Feedback Alignment,Conv2,IT,sub-01,2,1,0.00766,9.7e-05
Feedback Alignment,Conv2,IT,sub-02,2,1,0.001869,0.341772
Feedback Alignment,Conv2,IT,sub-03,2,1,0.001339,0.495845
Feedback Alignment,Conv3,V1,sub-01,2,1,-0.004372,0.026122
Feedback Alignment,Conv3,V1,sub-02,2,1,-0.004289,0.029094
Feedback Alignment,Conv3,V1,sub-03,2,1,0.005223,0.007881
Feedback Alignment,Conv3,V2,sub-01,2,1,-5e-05,0.979796
Feedback Alignment,Conv3,V2,sub-02,2,1,-0.00399,0.042367
Feedback Alignment,Conv3,V2,sub-03,2,1,0.002055,0.295675
Feedback Alignment,Conv3,V3,sub-01,2,1,0.004164,0.034116
Feedback Alignment,Conv3,V3,sub-02,2,1,-0.005105,0.009391
Feedback Alignment,Conv3,V3,sub-03,2,1,0.001145,0.560092
Feedback Alignment,Conv3,V4,sub-01,2,1,-0.002912,0.13851
Feedback Alignment,Conv3,V4,sub-02,2,1,-0.001971,0.316003
Feedback Alignment,Conv3,V4,sub-03,2,1,0.008805,7e-06
Feedback Alignment,Conv3,LOC,sub-01,2,1,0.007346,0.000186
Feedback Alignment,Conv3,LOC,sub-02,2,1,0.002589,0.187734
Feedback Alignment,Conv3,LOC,sub-03,2,1,-0.000725,0.712102
Feedback Alignment,Conv3,IT,sub-01,2,1,0.009076,4e-06
Feedback Alignment,Conv3,IT,sub-02,2,1,0.00079,0.687711
Feedback Alignment,Conv3,IT,sub-03,2,1,0.001806,0.358223
Feedback Alignment,FC1,V1,sub-01,2,1,0.049281,0.0
Feedback Alignment,FC1,V1,sub-02,2,1,0.076019,0.0
Feedback Alignment,FC1,V1,sub-03,2,1,0.014703,0.0
Feedback Alignment,FC1,V2,sub-01,2,1,0.029058,0.0
Feedback Alignment,FC1,V2,sub-02,2,1,0.05665,0.0
Feedback Alignment,FC1,V2,sub-03,2,1,0.004641,0.018209
Feedback Alignment,FC1,V3,sub-01,2,1,0.024192,0.0
